ID_MATCH,NAME
4362773,ipswich-town_tottenham-hotspur
4362777,southampton-fc_brighton-amp-hove-albion
4362770,aston-villa_chelsea-fc
4362776,newcastle-united_nottingham-forest
4362775,manchester-city_liverpool-fc
4362779,brighton-amp-hove-albion_afc-bournemouth
4362783,wolverhampton-wanderers_fulham-fc
4362784,crystal-palace_aston-villa
4362785,chelsea-fc_southampton-fc
4362778,brentford-fc_everton-fc
4362780,nottingham-forest_arsenal-fc
4362781,tottenham-hotspur_manchester-city
4362787,manchester-united_ipswich-town
4362786,liverpool-fc_newcastle-united
4362782,west-ham-united_leicester-city
4362794,nottingham-forest_manchester-city
4362789,brighton-amp-hove-albion_fulham-fc
4362791,crystal-palace_ipswich-town
4362792,liverpool-fc_southampton-fc
4362788,brentford-fc_aston-villa
4362797,wolverhampton-wanderers_everton-fc
4362790,chelsea-fc_leicester-city
4362795,tottenham-hotspur_afc-bournemouth
4362793,manchester-united_arsenal-fc
4362796,west-ham-united_newcastle-united
4362800,aston-villa_liverpool-fc
4362801,everton-fc_west-ham-united
4362803,ipswich-town_nottingham-forest
4362805,manchester-city_brighton-amp-hove-albion
4362807,southampton-fc_wolverhampton-wanderers
4362798,afc-bournemouth_brentford-fc
4362799,arsenal-fc_chelsea-fc
4362802,fulham-fc_tottenham-hotspur
4362804,leicester-city_manchester-united
4362806,newcastle-united_crystal-palace
4362809,arsenal-fc_fulham-fc
4362812,wolverhampton-wanderers_west-ham-united
4362811,nottingham-forest_manchester-united
4362808,afc-bournemouth_ipswich-town
4362810,brighton-amp-hove-albion_aston-villa
4362814,manchester-city_leicester-city
4362815,newcastle-united_brentford-fc
4362816,southampton-fc_crystal-palace
4362817,liverpool-fc_everton-fc
4362813,chelsea-fc_tottenham-hotspur
4362821,everton-fc_arsenal-fc
4362820,crystal-palace_brighton-amp-hove-albion
4362823,ipswich-town_wolverhampton-wanderers
4362827,west-ham-united_afc-bournemouth
4362818,aston-villa_nottingham-forest
4362819,brentford-fc_chelsea-fc
4362822,fulham-fc_liverpool-fc
4362826,tottenham-hotspur_southampton-fc
4362825,manchester-united_manchester-city
4362824,leicester-city_newcastle-united
4362833,manchester-city_crystal-palace
4362830,brighton-amp-hove-albion_leicester-city
4362835,nottingham-forest_everton-fc
4362836,southampton-fc_aston-villa
4362829,arsenal-fc_brentford-fc
4362831,chelsea-fc_ipswich-town
4362832,liverpool-fc_west-ham-united
4362837,wolverhampton-wanderers_tottenham-hotspur
4362834,newcastle-united_manchester-united
4362828,afc-bournemouth_fulham-fc
4362839,brentford-fc_brighton-amp-hove-albion
4362840,crystal-palace_afc-bournemouth
4362841,everton-fc_manchester-city
4362847,west-ham-united_southampton-fc
4362838,aston-villa_newcastle-united
4362842,fulham-fc_chelsea-fc
4362843,ipswich-town_arsenal-fc
4362845,manchester-united_wolverhampton-wanderers
4362844,leicester-city_liverpool-fc
4362846,tottenham-hotspur_nottingham-forest
4362853,manchester-city_aston-villa
4362849,arsenal-fc_crystal-palace
4362851,chelsea-fc_everton-fc
4362850,brighton-amp-hove-albion_west-ham-united
4362854,newcastle-united_ipswich-town
4362856,southampton-fc_fulham-fc
4362857,wolverhampton-wanderers_leicester-city
4362848,afc-bournemouth_manchester-united
4362852,liverpool-fc_tottenham-hotspur
4362855,nottingham-forest_brentford-fc
4362866,manchester-city_wolverhampton-wanderers
4362859,aston-villa_fulham-fc
4362864,everton-fc_ipswich-town
4362865,leicester-city_southampton-fc
4362858,arsenal-fc_afc-bournemouth
4362860,brentford-fc_manchester-united
4362861,brighton-amp-hove-albion_newcastle-united
4362867,west-ham-united_tottenham-hotspur
4362862,chelsea-fc_liverpool-fc
4362863,crystal-palace_nottingham-forest
4362868,afc-bournemouth_aston-villa
4362869,fulham-fc_everton-fc
4362870,ipswich-town_brentford-fc
4362875,southampton-fc_manchester-city
4362877,wolverhampton-wanderers_brighton-amp-hove-albion
4362873,newcastle-united_chelsea-fc
4362872,manchester-united_west-ham-united
4362874,nottingham-forest_leicester-city
4362876,tottenham-hotspur_crystal-palace
4362871,liverpool-fc_arsenal-fc
4362879,aston-villa_tottenham-hotspur
4362882,chelsea-fc_manchester-united
4362884,everton-fc_southampton-fc
4362887,west-ham-united_nottingham-forest
4362880,brentford-fc_fulham-fc
4362885,leicester-city_ipswich-town
4362878,arsenal-fc_newcastle-united
4362881,brighton-amp-hove-albion_liverpool-fc
4362883,crystal-palace_wolverhampton-wanderers
4362886,manchester-city_afc-bournemouth
4361530,afc-bournemouth_leicester-city
4361531,fulham-fc_manchester-city
4361532,ipswich-town_west-ham-united
4361533,liverpool-fc_crystal-palace
4361534,manchester-united_aston-villa
4361535,newcastle-united_everton-fc
4361536,nottingham-forest_chelsea-fc
4361537,southampton-fc_arsenal-fc
4361538,tottenham-hotspur_brighton-amp-hove-albion
4361539,wolverhampton-wanderers_brentford-fc
4373908,genoa-cfc_inter-milan
4373914,parma-calcio-1913_acf-fiorentina
4373907,fc-empoli_ac-monza
4373913,ac-milan_torino-fc
4373905,bologna-fc-1909_udinese-calcio
4373909,hellas-verona_ssc-napoli
4373906,cagliari-calcio_as-roma
4373911,ss-lazio_venezia-fc
4373912,us-lecce_atalanta-bc
4373910,juventus-fc_como-1907
4373921,parma-calcio-1913_ac-milan
4373924,udinese-calcio_ss-lazio
4373918,inter-milan_us-lecce
4373919,ac-monza_genoa-cfc
4373916,acf-fiorentina_venezia-fc
4373923,torino-fc_atalanta-bc
4373920,ssc-napoli_bologna-fc-1909
4373922,as-roma_fc-empoli
4373915,cagliari-calcio_como-1907
4373917,hellas-verona_juventus-fc
4373934,venezia-fc_torino-fc
4373928,inter-milan_atalanta-bc
4373925,bologna-fc-1909_fc-empoli
4373931,us-lecce_cagliari-calcio
4373930,ss-lazio_ac-milan
4373932,ssc-napoli_parma-calcio-1913
4373926,acf-fiorentina_ac-monza
4373927,genoa-cfc_hellas-verona
4373929,juventus-fc_as-roma
4373933,udinese-calcio_como-1907
4373937,como-1907_bologna-fc-1909
4373938,fc-empoli_juventus-fc
4373941,ac-milan_venezia-fc
4373939,genoa-cfc_as-roma
4373935,atalanta-bc_acf-fiorentina
4373944,torino-fc_us-lecce
4373936,cagliari-calcio_ssc-napoli
4373942,ac-monza_inter-milan
4373943,parma-calcio-1913_udinese-calcio
4373940,ss-lazio_hellas-verona
4373946,cagliari-calcio_fc-empoli
4373948,hellas-verona_torino-fc
4373954,venezia-fc_genoa-cfc
4373950,juventus-fc_ssc-napoli
4373951,us-lecce_parma-calcio-1913
4373947,acf-fiorentina_ss-lazio
4373952,ac-monza_bologna-fc-1909
4373953,as-roma_udinese-calcio
4373949,inter-milan_ac-milan
4373945,atalanta-bc_como-1907
4373959,ac-milan_us-lecce
4373964,udinese-calcio_inter-milan
4373958,genoa-cfc_juventus-fc
4373955,bologna-fc-1909_atalanta-bc
4373963,torino-fc_ss-lazio
4373956,como-1907_hellas-verona
4373962,as-roma_venezia-fc
4373957,fc-empoli_acf-fiorentina
4373960,ssc-napoli_ac-monza
4373961,parma-calcio-1913_cagliari-calcio
4373973,ssc-napoli_como-1907
4373968,hellas-verona_venezia-fc
4373974,udinese-calcio_us-lecce
4373965,atalanta-bc_genoa-cfc
4373969,inter-milan_torino-fc
4373970,juventus-fc_cagliari-calcio
4373966,bologna-fc-1909_parma-calcio-1913
4373971,ss-lazio_fc-empoli
4373972,ac-monza_as-roma
4373967,acf-fiorentina_ac-milan
4373976,como-1907_parma-calcio-1913
4373978,genoa-cfc_bologna-fc-1909
4373982,ac-milan_udinese-calcio
4373980,juventus-fc_ss-lazio
4373977,fc-empoli_ssc-napoli
4373981,us-lecce_acf-fiorentina
4373984,venezia-fc_atalanta-bc
4373975,cagliari-calcio_torino-fc
4373983,as-roma_inter-milan
4373979,hellas-verona_ac-monza
4373994,udinese-calcio_cagliari-calcio
4373993,torino-fc_como-1907
4373991,ssc-napoli_us-lecce
4373985,atalanta-bc_hellas-verona
4373992,parma-calcio-1913_fc-empoli
4373989,ss-lazio_genoa-cfc
4373990,ac-monza_venezia-fc
4373988,inter-milan_juventus-fc
4373987,acf-fiorentina_as-roma
4373986,bologna-fc-1909_ac-milan
4373996,cagliari-calcio_bologna-fc-1909
4374001,us-lecce_hellas-verona
4374002,ac-milan_ssc-napoli
4373998,fc-empoli_inter-milan
4374004,venezia-fc_udinese-calcio
4373995,atalanta-bc_ac-monza
4374000,juventus-fc_parma-calcio-1913
4373999,genoa-cfc_acf-fiorentina
4373997,como-1907_ss-lazio
4374003,as-roma_torino-fc
4374005,bologna-fc-1909_us-lecce
4374014,udinese-calcio_juventus-fc
4374010,ac-monza_ac-milan
4374011,ssc-napoli_atalanta-bc
4374013,torino-fc_acf-fiorentina
4374007,hellas-verona_as-roma
4374008,inter-milan_venezia-fc
4374006,fc-empoli_como-1907
4374012,parma-calcio-1913_genoa-cfc
4374009,ss-lazio_cagliari-calcio
4374018,genoa-cfc_como-1907
4374021,us-lecce_fc-empoli
4374024,venezia-fc_parma-calcio-1913
4374016,cagliari-calcio_ac-milan
4374020,juventus-fc_torino-fc
4374015,atalanta-bc_udinese-calcio
4374017,acf-fiorentina_hellas-verona
4374023,as-roma_bologna-fc-1909
4374022,ac-monza_ss-lazio
4374019,inter-milan_ssc-napoli
4374028,hellas-verona_inter-milan
4374030,ac-milan_juventus-fc
4374032,parma-calcio-1913_atalanta-bc
4374027,genoa-cfc_cagliari-calcio
4374025,como-1907_acf-fiorentina
4374033,torino-fc_ac-monza
4374031,ssc-napoli_as-roma
4374029,ss-lazio_bologna-fc-1909
4374026,fc-empoli_udinese-calcio
4374034,venezia-fc_us-lecce
4374036,cagliari-calcio_hellas-verona
4374037,como-1907_ac-monza
4374040,ac-milan_fc-empoli
4374035,bologna-fc-1909_venezia-fc
4374044,udinese-calcio_genoa-cfc
4374041,parma-calcio-1913_ss-lazio
4374043,torino-fc_ssc-napoli
4374039,us-lecce_juventus-fc
4374042,as-roma_atalanta-bc
4374038,acf-fiorentina_inter-milan
4374049,inter-milan_parma-calcio-1913
4374045,atalanta-bc_ac-milan
4374047,genoa-cfc_torino-fc
4374050,juventus-fc_bologna-fc-1909
4374053,as-roma_us-lecce
4374046,acf-fiorentina_cagliari-calcio
4374048,hellas-verona_fc-empoli
4374054,venezia-fc_como-1907
4374052,ssc-napoli_ss-lazio
4374051,ac-monza_udinese-calcio
4374058,fc-empoli_torino-fc
4374056,cagliari-calcio_atalanta-bc
4374064,udinese-calcio_ssc-napoli
4374059,juventus-fc_venezia-fc
4374061,us-lecce_ac-monza
4374055,bologna-fc-1909_acf-fiorentina
4374063,parma-calcio-1913_hellas-verona
4374057,como-1907_as-roma
4374062,ac-milan_genoa-cfc
4374060,ss-lazio_inter-milan
4374068,hellas-verona_ac-milan
4374073,torino-fc_bologna-fc-1909
4374067,genoa-cfc_ssc-napoli
4374070,us-lecce_ss-lazio
4374072,as-roma_parma-calcio-1913
4374074,venezia-fc_cagliari-calcio
4374065,atalanta-bc_fc-empoli
4374071,ac-monza_juventus-fc
4374066,acf-fiorentina_udinese-calcio
4374069,inter-milan_como-1907
4374078,fc-empoli_genoa-cfc
4374083,parma-calcio-1913_ac-monza
4374076,cagliari-calcio_inter-milan
4374080,ss-lazio_atalanta-bc
4374084,udinese-calcio_torino-fc
4374082,ssc-napoli_venezia-fc
4374079,juventus-fc_acf-fiorentina
4374081,ac-milan_as-roma
4374077,como-1907_us-lecce
4374075,bologna-fc-1909_hellas-verona
4374094,venezia-fc_fc-empoli
4374087,acf-fiorentina_ssc-napoli
4374088,hellas-verona_udinese-calcio
4374091,ac-monza_cagliari-calcio
4374090,us-lecce_genoa-cfc
4374093,torino-fc_parma-calcio-1913
4374092,as-roma_ss-lazio
4374086,como-1907_ac-milan
4374085,atalanta-bc_juventus-fc
4374089,inter-milan_bologna-fc-1909
4374115,ss-lazio_como-1907
4374113,fc-empoli_us-lecce
4374120,udinese-calcio_atalanta-bc
4374119,torino-fc_juventus-fc
4374116,ac-milan_cagliari-calcio
4374114,genoa-cfc_parma-calcio-1913
4374121,venezia-fc_inter-milan
4374112,bologna-fc-1909_as-roma
4374118,ssc-napoli_hellas-verona
4374117,ac-monza_acf-fiorentina
4374131,as-roma_genoa-cfc
4374123,bologna-fc-1909_ac-monza
4374129,juventus-fc_ac-milan
4374122,atalanta-bc_ssc-napoli
4374126,acf-fiorentina_torino-fc
4374124,cagliari-calcio_us-lecce
4374130,parma-calcio-1913_venezia-fc
4374127,hellas-verona_ss-lazio
4374128,inter-milan_fc-empoli
4374125,como-1907_udinese-calcio
4374139,torino-fc_cagliari-calcio
4374132,como-1907_atalanta-bc
4374138,ssc-napoli_juventus-fc
4374133,fc-empoli_bologna-fc-1909
4374137,ac-milan_parma-calcio-1913
4374140,udinese-calcio_as-roma
4374136,us-lecce_inter-milan
4374135,ss-lazio_acf-fiorentina
4374141,venezia-fc_hellas-verona
4374134,genoa-cfc_ac-monza
4374149,parma-calcio-1913_us-lecce
4374148,ac-monza_hellas-verona
4374151,udinese-calcio_venezia-fc
4374142,atalanta-bc_torino-fc
4374143,bologna-fc-1909_como-1907
4374146,juventus-fc_fc-empoli
4374145,acf-fiorentina_genoa-cfc
4374147,ac-milan_inter-milan
4374150,as-roma_ssc-napoli
4374144,cagliari-calcio_ss-lazio
4374153,como-1907_juventus-fc
4374155,hellas-verona_atalanta-bc
4374154,fc-empoli_ac-milan
4374160,torino-fc_genoa-cfc
4374161,venezia-fc_as-roma
4374152,cagliari-calcio_parma-calcio-1913
4374157,ss-lazio_ac-monza
4374158,us-lecce_bologna-fc-1909
4374159,ssc-napoli_udinese-calcio
4374156,inter-milan_acf-fiorentina
4374163,bologna-fc-1909_torino-fc
4374162,atalanta-bc_cagliari-calcio
4374167,ss-lazio_ssc-napoli
4374168,ac-milan_hellas-verona
4374164,acf-fiorentina_como-1907
4374169,ac-monza_us-lecce
4374171,udinese-calcio_fc-empoli
4374170,parma-calcio-1913_as-roma
4374166,juventus-fc_inter-milan
4374165,genoa-cfc_venezia-fc
4374177,us-lecce_udinese-calcio
4374178,parma-calcio-1913_bologna-fc-1909
4374181,venezia-fc_ss-lazio
4374180,torino-fc_ac-milan
4374176,inter-milan_genoa-cfc
4374173,como-1907_ssc-napoli
4374175,hellas-verona_acf-fiorentina
4374174,fc-empoli_atalanta-bc
4374172,cagliari-calcio_juventus-fc
4374179,as-roma_ac-monza
4374184,acf-fiorentina_us-lecce
4374182,atalanta-bc_venezia-fc
4374189,ssc-napoli_inter-milan
4374191,udinese-calcio_parma-calcio-1913
4374188,ac-monza_torino-fc
4374183,bologna-fc-1909_cagliari-calcio
4374185,genoa-cfc_fc-empoli
4374190,as-roma_como-1907
4374187,ac-milan_ss-lazio
4374186,juventus-fc_hellas-verona
4374192,cagliari-calcio_genoa-cfc
4374193,como-1907_venezia-fc
4374201,parma-calcio-1913_torino-fc
4374199,us-lecce_ac-milan
4374196,inter-milan_ac-monza
4374195,hellas-verona_bologna-fc-1909
4374200,ssc-napoli_acf-fiorentina
4374194,fc-empoli_as-roma
4374197,juventus-fc_atalanta-bc
4374198,ss-lazio_udinese-calcio
4374205,genoa-cfc_us-lecce
4374207,ac-monza_parma-calcio-1913
4374210,udinese-calcio_hellas-verona
4374206,ac-milan_como-1907
4374209,torino-fc_fc-empoli
4374211,venezia-fc_ssc-napoli
4374203,bologna-fc-1909_ss-lazio
4374208,as-roma_cagliari-calcio
4374204,acf-fiorentina_juventus-fc
4374202,atalanta-bc_inter-milan
4374213,como-1907_fc-empoli
4374221,venezia-fc_bologna-fc-1909
4374217,juventus-fc_genoa-cfc
4374219,us-lecce_as-roma
4374212,cagliari-calcio_ac-monza
4374214,acf-fiorentina_atalanta-bc
4374216,inter-milan_udinese-calcio
4374220,ssc-napoli_ac-milan
4374215,hellas-verona_parma-calcio-1913
4374218,ss-lazio_torino-fc
4374225,genoa-cfc_udinese-calcio
4374228,ac-monza_como-1907
4374229,parma-calcio-1913_inter-milan
4374227,ac-milan_acf-fiorentina
4374226,us-lecce_venezia-fc
4374224,fc-empoli_cagliari-calcio
4374231,torino-fc_hellas-verona
4374222,atalanta-bc_ss-lazio
4374230,as-roma_juventus-fc
4374223,bologna-fc-1909_ssc-napoli
4374240,udinese-calcio_ac-milan
4374241,venezia-fc_ac-monza
4374236,inter-milan_cagliari-calcio
4374237,juventus-fc_us-lecce
4374232,atalanta-bc_bologna-fc-1909
4374234,acf-fiorentina_parma-calcio-1913
4374235,hellas-verona_genoa-cfc
4374233,como-1907_torino-fc
4374238,ss-lazio_as-roma
4374239,ssc-napoli_fc-empoli
4374246,us-lecce_como-1907
4374248,ac-monza_ssc-napoli
4374250,as-roma_hellas-verona
4374244,fc-empoli_venezia-fc
4374242,bologna-fc-1909_inter-milan
4374247,ac-milan_atalanta-bc
4374243,cagliari-calcio_acf-fiorentina
4374245,genoa-cfc_ss-lazio
4374249,parma-calcio-1913_juventus-fc
4374251,torino-fc_udinese-calcio
4374253,como-1907_genoa-cfc
4374261,venezia-fc_ac-milan
4374254,acf-fiorentina_fc-empoli
4374256,inter-milan_as-roma
4374257,juventus-fc_ac-monza
4374252,atalanta-bc_us-lecce
4374259,ssc-napoli_torino-fc
4374260,udinese-calcio_bologna-fc-1909
4374255,hellas-verona_cagliari-calcio
4374258,ss-lazio_parma-calcio-1913
4374271,torino-fc_venezia-fc
4374263,cagliari-calcio_udinese-calcio
4374269,parma-calcio-1913_como-1907
4374267,us-lecce_ssc-napoli
4374266,inter-milan_hellas-verona
4374264,fc-empoli_ss-lazio
4374268,ac-monza_atalanta-bc
4374270,as-roma_acf-fiorentina
4374262,bologna-fc-1909_juventus-fc
4374265,genoa-cfc_ac-milan
4374277,ac-milan_bologna-fc-1909
4374273,como-1907_cagliari-calcio
4374276,ss-lazio_juventus-fc
4374274,fc-empoli_parma-calcio-1913
